tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N250WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N251WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N252WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N253WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N254WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N255WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N256WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N257WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N258JB,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N258WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N259WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N260WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N261WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N262WN,2006.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N263WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N264LV,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N265JB,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N265WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N266JB,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N266WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N267JB,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N267WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N268WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N269WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N270WN,1998.0,Fixed wing multi engine,BOEING,737-705,2.0,149.0,,Turbo-fan
N271LV,,Fixed wing multi engine,BOEING,737-705,2.0,149.0,,Turbo-fan
N272AY,,,AIRBUS,A330-323            ,,,,
N272WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N273JB,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N273WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N274JB,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N274WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N275WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N276WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N277WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N278WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N279AY,,,AIRBUS,A330-243            ,,,,
N279JB,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N279WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N280AY,,,AIRBUS,A330-243            ,,,,
N280WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N281AY,,,AIRBUS,A330-243            ,,,,
N281JB,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N281WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N282AY,,,AIRBUS,A330-243            ,,,,
N282VA,,,COSTRUZIONI AERONAUTICHE TECNA,P2010 TDI           ,,,,
N282WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N283AY,,,AIRBUS,A330-243            ,,,,
N283JB,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N283WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N284AY,,,AIRBUS,A330-243            ,,,,
N284JB,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N284WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N285AY,,,AIRBUS,A330-243            ,,,,
N285WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N286AY,,,AIRBUS,A330-243            ,,,,
N286WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N287AY,,,AIRBUS,A330-243            ,,,,
N287WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N288AY,,,AIRBUS,A330-243            ,,,,
N288WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N289AY,,,AIRBUS,A330-243            ,,,,
N289CT,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N290AY,,,AIRBUS,A330-243            ,,,,
N290SW,,,EMBRAER,EMB-120ER           ,,,,
N290WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N291AY,,,AIRBUS,A330-243            ,,,,
N291SW,,,EMBRAER,EMB-120ER           ,,,,
N291WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N292AY,,,AIRBUS,A330-243            ,,,,
N292JB,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N292WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N293AY,,,AIRBUS,A330-243            ,,,,
N293WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N294JB,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N294WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N295WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N296JB,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N296WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N297WN,2007.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N298JB,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N298WN,,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N299WN,,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N301NB,1999.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N302AS,2003.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N302AS,2003.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N302NB,1999.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N303AS,2001.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N303AS,2001.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N304JB,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N305AS,2001.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N306AS,2001.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N306AS,2001.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N306JB,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N306JB,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N307AS,2001.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N307JB,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N309AS,2001.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N309DE,2009.0,Fixed wing multi engine,BOEING,737-732,2.0,149.0,,Turbo-fan
N309JB,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N309US,1990.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N310DE,2009.0,Fixed wing multi engine,BOEING,737-732,2.0,149.0,,Turbo-fan
N310DE,2009.0,Fixed wing multi engine,BOEING,737-732,2.0,149.0,,Turbo-fan
N312US,1990.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N314NB,2000.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N315AS,2002.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N315NB,2000.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N316JB,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N316NB,2000.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N317AS,,,BOEING,737-990             ,,,,
N317JB,2010.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N317NB,2000.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N317US,1991.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N318AS,2003.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N318AS,2003.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N318JB,2010.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N318NB,2000.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N319AS,2003.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N319NB,2000.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N319US,1991.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N320AS,2003.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N320NB,2000.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N320US,1991.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N321NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N321US,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N322NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N322NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N323AS,2004.0,Fixed wing multi engine,BOEING,737-990,2.0,149.0,,Turbo-jet
N323JB,2010.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N323NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N323US,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N324JB,2010.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N324NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N324US,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N325NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N325US,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N326NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N326US,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N327NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N327NW,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N328JB,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N328NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N328NW,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N329JB,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N329NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N329NW,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N330NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N330NW,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N331NB,,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N331NW,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N332NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N332NW,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N333NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N333NB,2001.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N333NW,1992.0,Fixed wing multi engine,AIRBUS,A320-211,2.0,182.0,,Turbo-jet
N334JB,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N334JB,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N334NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N334NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N335NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N335NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N336NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N336NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N337JB,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N337NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N337NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N338NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N338NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N339JB,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N339NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N339NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N340LV,1987.0,Fixed wing multi engine,BOEING,737-3K2,2.0,149.0,,Turbo-jet
N340NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N340NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N341NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N341NW,1992.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N342AA,,,JAY ANDING,RV-8                ,,,,
N342AA,,,AMERICAN,AA-5                ,,,,
N342NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N342NW,1993.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N343NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N343NW,1993.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N344AA,1992.0,Fixed wing multi engine,GULFSTREAM AEROSPACE,G-IV,2.0,22.0,,Turbo-fan
N344AA,1992.0,Fixed wing multi engine,GULFSTREAM AEROSPACE,G-IV,2.0,22.0,,Turbo-fan
N344NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N344NW,1993.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N345NB,,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N345NW,1993.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N346JB,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N346NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N347NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N347NW,1993.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N348JB,2012.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N348NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N348NW,1993.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N349NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N349NW,1996.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N350NA,1993.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N351JB,2012.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N351NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N351NW,1997.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N352NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N352NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N353JB,2012.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N353NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N353NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N354JB,2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N354NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N354NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N354SW,1991.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N355AA,1988.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N355JB,2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N355NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N355NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N355SW,1991.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N356AA,,,SIKORSKY,UH-60A              ,,,,
N356AA,,,ARNOLD ALAN WW,EVANS VP-2          ,,,,
N356NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N356SW,1991.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N357NB,2002.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N357NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N358JB,2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N358NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N358NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N359NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N359NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N359SW,1992.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N360AA,1988.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N360NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N360NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N361NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N361NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N361VA,2013.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N362NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N362NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N363NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N363NW,1998.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N364NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N364NW,1999.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N365AA,2001.0,Rotorcraft,AGUSTA SPA,A109E,2.0,8.0,,Turbo-shaft
N365AA,2001.0,Rotorcraft,AGUSTA SPA,A109E,2.0,8.0,,Turbo-shaft
N365NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N365NW,1999.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N366NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N366NW,1999.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N367NW,1999.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N368JB,2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N368NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N368NW,1999.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N369NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N369NW,1999.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N370HA,,,AIRBUS,A330-243            ,,,,
N370NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N370NW,1999.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N370SW,1993.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N371CA,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N371DA,1998.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N371DA,1998.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N371NB,2003.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,,Turbo-fan
N371NW,2001.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N371SW,1993.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N372AA,1992.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N372DA,1998.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N372NW,2001.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N3730B,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3730B,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3731T,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3731T,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3732J,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3733Z,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3733Z,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3733Z,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3734B,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3734B,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3735D,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3736C,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3737C,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3737C,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3738B,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3739P,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3739P,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N373AA,1992.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,,Turbo-fan
N373DA,1998.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N373HA,,,AIRBUS,A330-243            ,,,,
N373JB,2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N373NW,2001.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,,Turbo-fan
N373SW,1993.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N3740C,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
N3740C,2000.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,,Turbo-jet
